,element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,modified,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,value,transfers_balance,selected,transfers_in,transfers_out
10,282,108,18,1,False,2024-11-10T14:00:00Z,1,2,11,False,90,0,0,0,1,0,0,0,1,0,0,0,1,6.4,0.9,0.0,0.7,1,0.00,0.00,0.00,1.82,40,-21307,250289,444,21751
11,282,116,14,2,True,2024-11-24T16:30:00Z,1,1,12,False,90,0,0,0,1,0,0,0,0,0,0,0,9,6.4,3.6,0.0,1.0,1,0.00,0.01,0.01,0.80,40,-1466,250786,8501,9967
12,282,127,16,1,False,2024-11-30T15:00:00Z,1,0,13,False,78,0,0,0,1,0,0,0,1,0,0,0,-2,7.4,0.8,0.0,0.8,1,0.00,0.00,0.00,1.64,40,5667,257190,10733,5066
13,282,136,7,0,True,2024-12-03T19:30:00Z,0,1,14,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-8688,247930,4009,12697
14,282,146,3,0,True,2024-12-08T14:00:00Z,1,2,15,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-19916,227151,318,20234
0,359,4,12,0,True,2024-08-17T11:30:00Z,0,2,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,0,9305,0,0
1,359,17,13,0,False,2024-08-24T14:00:00Z,4,1,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,-2098,8223,382,2480
2,359,25,9,2,True,2024-08-31T14:00:00Z,1,1,3,False,69,0,0,0,1,0,0,0,0,0,0,0,8,4.6,4.8,0.0,0.9,1,0.00,0.01,0.01,0.87,50,-715,8123,490,1205
3,359,33,5,2,False,2024-09-14T14:00:00Z,0,0,4,False,90,0,0,1,0,0,0,0,1,0,0,0,8,15.8,14.8,0.0,3.1,1,0.00,0.03,0.03,1.66,50,-296,8378,753,1049
4,359,48,17,0,False,2024-09-21T14:00:00Z,1,1,5,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,-14,8630,545,559
5,359,56,2,2,True,2024-09-29T13:00:00Z,2,2,6,False,68,0,0,0,2,0,0,0,0,0,0,0,18,13.6,2.8,7.0,2.3,1,0.02,0.02,0.04,0.67,50,-1390,7253,74,1464
6,359,70,19,2,False,2024-10-05T14:00:00Z,4,1,7,False,73,0,0,0,4,0,0,0,0,0,0,0,10,6.8,1.7,1.0,1.0,1,0.03,0.02,0.05,3.62,49,8,7458,624,616
7,359,73,8,2,True,2024-10-19T14:15:00Z,0,2,8,False,70,0,0,0,2,0,0,0,0,0,0,0,12,3.6,18.5,3.0,2.5,1,0.14,0.12,0.26,1.17,49,37,7651,451,414
8,359,83,4,2,False,2024-10-26T14:00:00Z,4,3,9,False,90,0,0,0,4,0,0,0,0,0,0,0,13,24.0,6.6,0.0,3.1,1,0.00,0.01,0.01,4.11,49,-140,7593,262,402
9,359,93,11,-1,True,2024-11-02T15:00:00Z,1,1,10,False,76,0,0,0,1,0,0,0,0,1,0,0,0,0.0,6.5,14.0,1.8,1,0.12,0.01,0.13,0.39,49,251,7982,755,504
10,359,108,18,0,False,2024-11-10T14:00:00Z,1,2,11,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,49,-1244,6691,25,1269
11,359,116,14,0,True,2024-11-24T16:30:00Z,1,1,12,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,49,-214,6595,136,350
12,359,127,16,0,False,2024-11-30T15:00:00Z,1,0,13,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,49,-276,6332,38,314
13,359,136,7,0,True,2024-12-03T19:30:00Z,0,1,14,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,49,-257,6085,17,274
14,359,146,3,0,True,2024-12-08T14:00:00Z,1,2,15,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,49,-96,6040,79,175
0,568,4,12,0,True,2024-08-17T11:30:00Z,0,2,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,0,39121,0,0
1,568,17,13,0,False,2024-08-24T14:00:00Z,4,1,2,False,90,0,0,0,4,0,0,0,0,0,1,0,-12,3.8,0.0,0.0,0.4,1,0.00,0.00,0.00,3.34,45,-6073,34541,355,6428
2,568,25,9,3,True,2024-08-31T14:00:00Z,1,1,3,False,90,0,0,0,1,0,0,0,0,0,3,0,12,28.6,0.0,0.0,2.9,1,0.00,0.00,0.00,0.95,44,-755,35217,3108,3863
3,568,33,5,11,False,2024-09-14T14:00:00Z,0,0,4,False,90,0,0,1,0,0,0,0,0,0,6,3,37,43.8,0.0,0.0,4.4,1,0.00,0.00,0.00,1.66,44,3907,41014,9293,5386
4,568,48,17,2,False,2024-09-21T14:00:00Z,1,1,5,False,90,0,0,0,1,0,0,0,0,0,2,0,7,19.4,0.0,0.0,1.9,1,0.00,0.00,0.00,2.49,44,26632,72066,32668,6036
5,568,56,2,1,True,2024-09-29T13:00:00Z,2,2,6,False,90,0,0,0,2,0,0,0,0,0,1,0,1,6.8,0.0,0.0,0.7,1,0.00,0.00,0.00,0.82,44,18820,91063,33420,14600
6,568,70,19,2,False,2024-10-05T14:00:00Z,4,1,7,False,90,0,0,0,4,0,0,0,0,0,8,0,7,50.0,0.0,0.0,5.0,1,0.00,0.00,0.00,3.79,44,19699,113297,27502,7803
7,568,73,8,3,True,2024-10-19T14:15:00Z,0,2,8,False,90,0,0,0,2,0,0,0,0,0,6,0,14,41.8,0.0,0.0,4.2,1,0.00,0.00,0.00,1.74,44,15428,130413,22703,7275
8,568,83,4,2,False,2024-10-26T14:00:00Z,4,3,9,False,90,0,0,0,4,0,0,0,0,0,7,0,8,51.2,0.0,0.0,5.1,1,0.00,0.00,0.00,4.11,44,290,130118,7762,7472
9,568,93,11,2,True,2024-11-02T15:00:00Z,1,1,10,False,90,0,0,0,1,0,0,0,1,0,4,0,8,25.4,0.0,0.0,2.5,1,0.00,0.00,0.00,1.55,44,-2606,128439,5638,8244
10,568,108,18,3,False,2024-11-10T14:00:00Z,1,2,11,False,90,0,0,0,1,0,0,0,0,0,5,0,19,40.4,0.0,0.0,4.0,1,0.00,0.00,0.00,1.82,44,-10272,117916,1081,11353
11,568,116,14,3,True,2024-11-24T16:30:00Z,1,1,12,False,90,0,0,0,1,0,0,0,0,0,3,0,12,23.4,0.0,0.0,2.3,1,0.00,0.00,0.00,0.80,44,-2288,116333,3366,5654
12,568,127,16,3,False,2024-11-30T15:00:00Z,1,0,13,False,90,0,0,0,1,0,0,0,0,0,4,0,15,33.4,0.0,0.0,3.3,1,0.00,0.00,0.00,1.68,44,1895,119008,5176,3281
13,568,136,7,2,True,2024-12-03T19:30:00Z,0,1,14,False,90,0,0,0,1,0,0,0,0,0,2,0,12,23.2,0.0,0.0,2.3,1,0.00,0.01,0.01,1.64,44,1894,121925,6632,4738
14,568,146,3,2,True,2024-12-08T14:00:00Z,1,2,15,False,90,0,0,0,2,0,0,0,0,0,4,0,8,22.6,0.0,0.0,2.3,1,0.00,0.00,0.00,3.28,44,-265,121764,3984,4249
0,611,4,12,1,True,2024-08-17T11:30:00Z,0,2,1,False,16,0,0,0,0,0,0,0,0,0,0,0,2,3.4,10.3,0.0,1.4,0,0.00,0.02,0.02,0.58,60,0,10540,0,0
1,611,17,13,6,False,2024-08-24T14:00:00Z,4,1,2,False,71,1,0,0,3,0,0,0,1,0,0,0,21,34.6,0.3,7.0,4.2,1,0.29,0.00,0.29,3.20,60,723,14925,2851,2128
2,611,25,9,2,True,2024-08-31T14:00:00Z,1,1,3,False,80,0,0,0,1,0,0,0,0,0,0,0,9,2.6,2.4,4.0,0.9,1,0.00,0.01,0.01,0.90,60,26754,46176,34319,7565
3,611,33,5,1,False,2024-09-14T14:00:00Z,0,0,4,False,58,0,0,0,0,0,0,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,1,0.00,0.00,0.00,1.22,60,-2305,44029,8903,11208
4,611,48,17,2,False,2024-09-21T14:00:00Z,1,1,5,False,60,0,0,0,1,0,0,0,0,0,0,0,0,0.0,2.7,30.0,3.1,1,0.70,0.00,0.70,2.11,60,-1099,43968,5080,6179
5,611,56,2,1,True,2024-09-29T13:00:00Z,2,2,6,False,1,0,0,0,0,0,0,0,0,0,0,0,2,0.2,0.5,2.0,0.3,0,0.00,0.02,0.02,0.00,60,-9554,34322,1308,10862
6,611,70,19,1,False,2024-10-05T14:00:00Z,4,1,7,False,17,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.6,4.0,0.4,0,0.09,0.00,0.09,0.17,59,-6724,28101,994,7718
7,611,73,8,1,True,2024-10-19T14:15:00Z,0,2,8,False,19,0,0,0,0,0,0,0,0,0,0,0,7,10.2,29.9,2.0,4.2,0,0.00,0.06,0.06,0.56,59,-3298,25365,1147,4445
8,611,83,4,7,False,2024-10-26T14:00:00Z,4,3,9,False,72,1,0,0,3,0,0,0,0,0,0,0,27,44.6,1.9,38.0,8.5,1,0.64,0.02,0.66,3.35,58,-2621,22912,495,3116
9,611,93,11,3,True,2024-11-02T15:00:00Z,1,1,10,False,73,0,0,1,0,0,0,0,0,0,0,0,0,0.0,1.0,7.0,0.6,1,0.30,0.00,0.30,0.39,58,8478,32762,10401,1923
10,611,108,18,9,False,2024-11-10T14:00:00Z,1,2,11,False,70,1,0,0,1,0,0,0,0,0,0,2,28,40.6,0.5,56.0,9.7,1,0.45,0.00,0.45,1.28,58,-4635,27580,1393,6028
11,611,116,14,2,True,2024-11-24T16:30:00Z,1,1,12,False,64,0,0,0,1,0,0,0,0,0,0,0,7,4.4,1.8,13.0,1.9,1,0.17,0.01,0.18,0.62,58,10404,40037,13165,2761
12,611,127,16,2,False,2024-11-30T15:00:00Z,1,0,13,False,63,0,0,0,1,0,0,0,0,0,0,0,1,0.0,0.5,2.0,0.0,1,0.00,0.00,0.00,1.64,58,8514,48766,12098,3584
13,611,136,7,0,True,2024-12-03T19:30:00Z,0,1,14,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,58,-537,48782,6404,6941
14,611,146,3,2,True,2024-12-08T14:00:00Z,1,2,15,False,79,0,0,1,0,0,0,0,1,0,0,0,10,18.6,9.1,46.0,7.4,1,0.25,0.25,0.50,1.86,58,-6370,42174,1381,7751
0,619,17,13,0,False,2024-08-24T14:00:00Z,4,1,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,402,741,450,48
1,619,25,9,1,True,2024-08-31T14:00:00Z,1,1,3,False,20,0,0,0,0,0,0,0,0,0,0,0,6,5.4,11.7,0.0,1.7,0,0.00,0.00,0.00,0.07,45,910,2025,1347,437
2,619,33,5,0,False,2024-09-14T14:00:00Z,0,0,4,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,2009,4673,2889,880
3,619,48,17,2,False,2024-09-21T14:00:00Z,1,1,5,False,60,0,0,0,1,0,0,0,0,0,0,0,5,3.0,13.3,1.0,1.7,1,0.02,0.02,0.04,2.11,45,118,4803,604,486
4,619,56,2,0,True,2024-09-29T13:00:00Z,2,2,6,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,720,5749,1348,628
5,619,70,19,0,False,2024-10-05T14:00:00Z,4,1,7,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-433,5368,517,950
6,619,73,8,0,True,2024-10-19T14:15:00Z,0,2,8,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-705,4650,88,793
7,619,83,4,2,False,2024-10-26T14:00:00Z,4,3,9,False,90,0,0,0,3,0,0,0,0,0,0,0,11,10.4,7.1,0.0,1.8,1,0.00,0.11,0.11,3.87,45,-358,4326,66,424
8,619,93,11,0,True,2024-11-02T15:00:00Z,1,1,10,False,9,0,0,0,1,0,0,0,1,0,0,0,2,1.0,0.0,0.0,0.1,0,0.00,0.00,0.00,1.16,45,1279,5802,1713,434
9,619,108,18,2,False,2024-11-10T14:00:00Z,1,2,11,False,90,0,0,0,1,0,0,0,0,0,0,0,7,4.6,0.9,4.0,1.0,1,0.00,0.01,0.01,1.65,45,-706,5082,317,1023
10,619,116,14,2,True,2024-11-24T16:30:00Z,1,1,12,False,64,0,0,0,1,0,0,0,0,0,0,0,10,0.0,4.0,1.0,0.3,1,0.06,0.01,0.07,0.62,45,875,6164,1325,450
11,619,127,16,1,False,2024-11-30T15:00:00Z,1,0,13,False,73,0,0,0,1,0,0,0,1,0,0,0,2,4.8,1.9,0.0,0.7,1,0.00,0.01,0.01,1.64,45,611,6795,1104,493
12,619,136,7,2,True,2024-12-03T19:30:00Z,0,1,14,False,65,0,0,0,1,0,0,0,0,0,0,0,13,4.8,13.7,2.0,2.1,1,0.00,0.02,0.02,1.24,45,1674,8648,2342,668
13,619,146,3,1,True,2024-12-08T14:00:00Z,1,2,15,False,1,0,0,0,1,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.65,45,3002,11899,3811,809
0,630,25,9,0,True,2024-08-31T14:00:00Z,1,1,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,1182,1733,1368,186
1,630,33,5,7,False,2024-09-14T14:00:00Z,0,0,4,False,90,0,0,1,0,0,0,0,0,0,0,1,30,41.6,0.0,9.0,5.1,1,0.06,0.00,0.06,1.66,40,2475,5675,3172,697
2,630,48,17,1,False,2024-09-21T14:00:00Z,1,1,5,False,90,0,0,0,1,0,0,0,1,0,0,0,12,25.8,0.8,19.0,4.6,1,0.06,0.01,0.07,2.49,40,38835,50387,42574,3739
3,630,56,2,1,True,2024-09-29T13:00:00Z,2,2,6,False,90,0,0,0,2,0,0,0,0,0,0,0,3,14.0,0.8,4.0,1.9,1,0.04,0.00,0.04,0.82,40,15657,65607,23918,8261
4,630,70,19,0,False,2024-10-05T14:00:00Z,4,1,7,False,90,0,0,0,4,0,0,0,0,0,0,0,0,25.8,0.4,10.0,3.6,1,0.05,0.00,0.05,3.79,40,16755,84607,21879,5124
5,630,73,8,1,True,2024-10-19T14:15:00Z,0,2,8,False,62,0,0,0,2,0,0,0,0,0,0,0,1,4.2,1.0,4.0,0.9,1,0.09,0.01,0.10,1.17,40,-827,82888,7081,7908
6,630,83,4,0,False,2024-10-26T14:00:00Z,4,3,9,False,90,0,0,0,4,0,0,0,0,0,0,0,-5,18.4,0.3,2.0,2.1,1,0.00,0.01,0.01,4.11,40,2037,85621,6448,4411
7,630,93,11,2,True,2024-11-02T15:00:00Z,1,1,10,False,90,0,0,0,1,0,0,0,0,0,0,0,10,42.6,0.6,14.0,5.7,1,0.18,0.01,0.19,1.55,40,4156,90682,9938,5782
8,630,108,18,2,False,2024-11-10T14:00:00Z,1,2,11,False,90,0,0,0,1,0,0,0,0,0,0,0,11,33.2,0.6,14.0,4.8,1,0.10,0.01,0.11,1.82,40,-2593,88151,5250,7843
9,630,116,14,2,True,2024-11-24T16:30:00Z,1,1,12,False,90,0,0,0,1,0,0,0,0,0,0,0,18,26.8,1.4,4.0,3.2,1,0.00,0.01,0.01,0.80,40,22120,112793,28728,6608
10,630,127,16,1,False,2024-11-30T15:00:00Z,1,0,13,False,90,0,0,0,1,0,0,0,1,0,0,0,6,17.2,1.7,2.0,2.1,1,0.00,0.01,0.01,1.68,40,15307,127897,19952,4645
11,630,136,7,1,True,2024-12-03T19:30:00Z,0,1,14,False,90,0,0,0,1,0,0,0,1,0,0,0,7,29.2,0.9,3.0,3.3,1,0.02,0.01,0.03,1.64,40,23361,152732,28937,5576
12,630,146,3,1,True,2024-12-08T14:00:00Z,1,2,15,False,90,0,0,0,2,0,0,0,0,0,0,0,2,22.4,1.0,10.0,3.3,1,0.00,0.06,0.06,3.28,40,23042,177888,29479,6437
0,631,25,9,1,True,2024-08-31T14:00:00Z,1,1,3,False,9,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.3,6.0,0.4,0,0.08,0.00,0.08,0.04,55,929,1171,1032,103
1,631,33,5,1,False,2024-09-14T14:00:00Z,0,0,4,False,31,0,0,0,0,0,0,0,0,0,0,0,2,1.6,0.6,1.0,0.3,0,0.03,0.01,0.04,0.44,55,492,2252,900,408
2,631,48,17,1,False,2024-09-21T14:00:00Z,1,1,5,False,29,0,0,0,0,0,0,0,0,0,0,0,7,5.8,15.4,4.0,2.5,0,0.00,0.20,0.20,0.39,55,44,2540,336,292
3,631,56,2,5,True,2024-09-29T13:00:00Z,2,2,6,False,90,0,1,0,2,0,0,0,0,0,0,0,17,31.0,34.0,15.0,8.0,1,0.14,0.13,0.27,0.82,55,-218,2571,202,420
4,631,70,19,1,False,2024-10-05T14:00:00Z,4,1,7,False,72,0,0,0,4,0,0,0,1,0,0,0,7,4.2,12.3,8.0,2.5,1,0.00,0.01,0.01,3.62,55,1248,4248,1607,359
5,631,73,8,2,True,2024-10-19T14:15:00Z,0,2,8,False,70,0,0,0,2,0,0,0,0,0,0,0,6,8.6,1.1,8.0,1.8,1,0.28,0.01,0.29,1.17,55,227,4770,766,539
6,631,83,4,1,False,2024-10-26T14:00:00Z,4,3,9,False,17,0,0,0,1,0,0,0,0,0,0,0,4,3.2,0.0,0.0,0.3,0,0.00,0.00,0.00,0.76,55,-307,4601,302,609
7,631,93,11,1,True,2024-11-02T15:00:00Z,1,1,10,False,16,0,0,0,1,0,0,0,0,0,0,0,4,1.0,0.0,2.0,0.3,0,0.00,0.00,0.00,1.16,55,-220,4613,447,667
8,631,108,18,1,False,2024-11-10T14:00:00Z,1,2,11,False,19,0,0,0,0,0,0,0,0,0,0,0,4,0.4,1.5,2.0,0.4,0,0.02,0.01,0.03,0.54,55,-514,4223,147,661
9,631,116,14,1,True,2024-11-24T16:30:00Z,1,1,12,False,25,0,0,0,0,0,0,0,0,0,0,0,8,4.0,10.5,2.0,1.7,0,0.00,0.18,0.18,0.19,55,-249,4204,180,429
10,631,127,16,1,False,2024-11-30T15:00:00Z,1,0,13,False,26,0,0,0,0,0,0,0,0,0,0,0,6,6.6,11.1,17.0,3.5,0,0.14,0.01,0.15,0.04,55,30,4373,328,298
11,631,136,7,2,True,2024-12-03T19:30:00Z,0,1,14,False,65,0,0,0,1,0,0,0,0,0,0,0,10,8.2,13.8,0.0,2.2,1,0.00,0.03,0.03,1.24,55,-169,4297,196,365
12,631,146,3,1,True,2024-12-08T14:00:00Z,1,2,15,False,10,0,0,0,2,0,0,0,0,0,0,0,5,5.2,1.2,5.0,1.1,0,0.03,0.00,0.03,1.42,55,-102,4314,179,281
0,117,10,18,2,True,2024-08-19T19:00:00Z,1,1,1,False,78,0,0,0,1,0,0,0,0,0,0,0,13,11.4,19.9,0.0,3.1,1,0.00,0.19,0.19,0.98,50,0,8082,0,0
1,117,15,9,5,False,2024-08-24T14:00:00Z,2,1,2,False,70,0,1,0,2,0,0,0,0,0,0,0,19,25.8,38.5,2.0,6.6,1,0.00,0.19,0.19,1.74,50,1379,11229,2588,1209
2,117,26,2,6,True,2024-08-31T14:00:00Z,1,2,3,False,22,1,0,0,0,0,0,0,0,0,0,0,19,32.6,6.9,18.0,5.8,0,0.17,0.00,0.17,0.09,50,3328,16265,6403,3075
3,117,34,7,0,False,2024-09-14T14:00:00Z,2,2,4,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,16246,35432,24044,7798
4,117,45,8,0,True,2024-09-21T14:00:00Z,1,1,5,False,34,0,0,0,0,0,0,0,1,0,0,0,-3,1.4,1.7,5.0,0.8,0,0.04,0.01,0.05,0.22,50,-2950,32267,2982,5932
5,117,51,1,4,False,2024-09-28T14:00:00Z,4,2,6,False,84,0,1,0,2,0,0,0,1,0,0,0,16,32.4,14.8,23.0,7.0,1,0.18,0.06,0.24,3.42,50,-7437,24867,610,8047
6,117,68,3,11,True,2024-10-05T14:00:00Z,1,0,7,False,81,1,0,1,0,0,0,0,0,0,0,3,40,44.4,16.5,30.0,9.1,1,0.30,0.15,0.45,1.66,50,2794,28397,5788,2994
7,117,78,17,6,False,2024-10-19T14:00:00Z,2,3,8,False,90,1,0,0,2,0,0,0,1,0,0,0,25,47.0,51.8,49.0,14.8,1,1.34,0.17,1.51,2.15,50,73258,106337,79208,5950
8,117,88,16,2,True,2024-10-25T19:00:00Z,1,3,9,False,90,0,0,0,3,0,0,0,0,0,0,0,15,22.6,37.6,15.0,7.5,1,0.12,0.09,0.21,1.73,50,132725,243830,140312,7587
9,117,93,10,1,False,2024-11-02T15:00:00Z,1,1,10,False,90,0,0,0,1,0,0,0,1,0,0,0,17,17.8,33.0,42.0,9.3,1,0.23,0.08,0.31,1.00,51,91153,337772,110647,19494
10,117,106,14,1,False,2024-11-10T14:00:00Z,3,0,11,False,90,0,0,0,3,0,0,0,1,0,0,0,6,13.6,50.1,2.0,6.6,1,0.00,0.38,0.38,0.70,51,-58284,273372,12581,70865
11,117,117,6,0,True,2024-11-23T12:30:00Z,1,2,12,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,-103446,170129,1853,105299
12,117,121,4,8,False,2024-11-30T15:00:00Z,4,1,13,False,63,1,0,0,4,0,0,0,0,0,0,1,32,41.4,10.5,36.0,8.8,1,0.78,0.02,0.80,2.29,50,-22162,151331,6585,28747
13,117,137,19,3,True,2024-12-03T20:15:00Z,3,1,14,False,90,0,0,1,0,0,0,0,0,0,0,0,10,11.6,14.8,2.0,2.8,1,0.00,0.14,0.14,2.58,50,17399,172242,29977,12578
14,117,147,5,0,True,2024-12-08T14:00:00Z,2,2,15,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,-37794,131178,3285,41079
0,192,8,4,0,False,2024-08-18T13:00:00Z,2,1,1,False,20,0,0,0,1,0,0,0,1,0,0,0,-5,0.2,12.8,7.0,2.0,0,0.46,0.01,0.47,0.95,55,0,40324,0,0
1,192,15,9,1,False,2024-08-24T14:00:00Z,2,1,2,False,27,0,0,0,1,0,0,0,0,0,0,0,7,3.2,16.7,1.0,2.1,0,0.09,0.04,0.13,0.22,55,-7156,36654,191,1277
2,192,26,2,2,True,2024-08-31T14:00:00Z,1,2,3,False,66,0,0,0,2,0,0,0,0,0,0,0,13,8.4,21.3,1.0,3.1,1,0.04,0.04,0.08,1.46,54,-6241,30593,1367,7608
3,192,34,7,1,False,2024-09-14T14:00:00Z,2,2,4,False,82,0,0,0,1,0,0,0,1,0,0,0,4,7.2,0.8,25.0,3.3,1,0.10,0.01,0.11,1.56,54,-3343,28054,1906,5249
4,192,45,8,2,True,2024-09-21T14:00:00Z,1,1,5,False,90,0,0,0,1,0,0,0,0,0,0,0,6,0.0,2.4,15.0,1.7,1,0.09,0.01,0.10,1.10,53,-1505,26910,1391,2896
5,192,51,1,1,False,2024-09-28T14:00:00Z,4,2,6,False,5,0,0,0,2,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,1.18,53,-3210,23796,480,3690
6,192,68,3,2,True,2024-10-05T14:00:00Z,1,0,7,False,87,0,0,1,0,0,0,0,1,0,0,0,9,3.6,6.3,0.0,1.0,1,0.00,0.01,0.01,1.66,52,-1706,22314,778,2484
7,192,78,17,6,False,2024-10-19T14:00:00Z,2,3,8,False,22,1,0,0,0,0,0,0,0,0,0,0,24,35.0,11.1,21.0,6.7,0,0.10,0.01,0.11,0.04,52,-961,21557,649,1610
8,192,88,16,0,True,2024-10-25T19:00:00Z,1,3,9,False,22,0,0,0,0,0,0,0,1,0,0,0,-2,0.0,1.7,2.0,0.2,0,0.00,0.01,0.01,0.65,52,1296,23132,2058,762
9,192,93,10,7,False,2024-11-02T15:00:00Z,1,1,10,False,4,1,0,0,0,0,0,0,0,0,0,1,21,32.0,0.3,58.0,9.0,0,0.75,0.04,0.79,0.00,52,-319,22869,1658,1977
10,192,106,14,2,False,2024-11-10T14:00:00Z,3,0,11,False,87,0,0,0,3,0,0,0,0,0,0,0,6,10.2,4.3,23.0,3.8,1,0.05,0.04,0.09,0.66,52,1181,24342,2763,1582
11,192,117,6,7,True,2024-11-23T12:30:00Z,1,2,12,False,19,1,0,0,1,0,0,0,0,0,0,1,23,34.6,1.2,17.0,5.3,0,0.79,0.00,0.79,0.90,52,-2035,22361,864,2899
12,192,121,4,2,False,2024-11-30T15:00:00Z,4,1,13,False,79,0,0,0,4,0,0,0,0,0,0,0,3,0.4,5.6,3.0,0.9,1,0.06,0.13,0.19,2.34,52,4635,27496,5681,1046
13,192,137,19,1,True,2024-12-03T20:15:00Z,3,1,14,False,1,0,0,0,1,0,0,0,0,0,0,0,1,0.0,0.3,0.0,0.0,0,0.00,0.00,0.00,0.52,52,-665,26905,1992,2657
14,192,147,5,2,True,2024-12-08T14:00:00Z,2,2,15,False,61,0,0,0,1,0,0,0,0,0,0,0,7,1.0,12.3,7.0,2.0,1,0.02,0.13,0.15,0.78,52,-1456,25510,962,2418
0,290,10,18,2,True,2024-08-19T19:00:00Z,1,1,1,False,85,0,0,0,1,0,0,0,0,0,0,0,2,4.4,2.8,4.0,1.1,1,0.06,0.01,0.07,1.04,55,0,13854,0,0
1,290,15,9,2,False,2024-08-24T14:00:00Z,2,1,2,False,62,0,0,0,1,0,0,0,0,0,0,0,8,4.2,0.7,7.0,1.2,1,0.02,0.03,0.05,1.56,55,-734,14702,1108,1842
2,290,26,2,1,True,2024-08-31T14:00:00Z,1,2,3,False,1,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.1,0.0,0.0,0,0.00,0.00,0.00,0.01,55,-2436,12877,496,2932
3,290,34,7,0,False,2024-09-14T14:00:00Z,2,2,4,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,54,-1927,11200,375,2302
4,290,45,8,0,True,2024-09-21T14:00:00Z,1,1,5,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,54,-1218,10094,130,1348
5,290,51,1,1,False,2024-09-28T14:00:00Z,4,2,6,False,1,0,0,0,2,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.92,53,-1286,8868,70,1356
6,290,68,3,1,True,2024-10-05T14:00:00Z,1,0,7,False,8,0,0,0,0,0,0,0,0,0,0,0,2,0.4,0.0,0.0,0.0,0,0.00,0.00,0.00,0.50,53,-691,8274,165,856
